date,Row Number,Owner,Google Trends Suggestion,Google Trends Search Term,SVI Index
2004-01,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-02,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,100
2004-03,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-04,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-05,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-06,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-07,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-08,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-09,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-10,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-11,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2004-12,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-01,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-02,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-03,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-04,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-05,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-06,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-07,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-08,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-09,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-10,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-11,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2005-12,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-01,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-02,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-03,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-04,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-05,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-06,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-07,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-08,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-09,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-10,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-11,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2006-12,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2007-01,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2007-02,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2007-03,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2007-04,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2007-05,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,27
2007-06,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
2007-07,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,27
2007-08,2781,CAFORIO GIOVANNI,CEO of Bristol-Myers Squibb,Giovanni Caforio,0
