date,Row Number,Owner,Google Trends Suggestion,Google Trends Search Term,SVI Index
2004-01,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-02,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-03,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-04,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-05,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-06,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-07,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-08,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-09,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-10,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-11,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2004-12,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2005-01,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2005-02,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2005-03,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,35
2005-04,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,100
2005-05,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,72
2005-06,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,18
2005-07,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,54
2005-08,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,17
2005-09,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,16
2005-10,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,59
2005-11,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,15
2005-12,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2006-01,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2006-02,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,40
2006-03,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,0
2006-04,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,12
2006-05,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,47
2006-06,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,12
2006-07,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,12
2006-08,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,11
2006-09,3116,CASE GREGORY C,Chief Executive Officer of Aon,Gregory C. Case,11
